ID;Cost_claims_year;Cost_claims_by_type;Claims_type
22234;50.09;50.09;travel assistance
22244;357.31;296.43;complaint
22244;357.31;60.88;travel assistance
22248;1140.86;882;negligence
22248;1140.86;170.72;travel assistance
22248;1140.86;88.14;travel assistance
22249;1183.89;1183.89;complaint
22264;356.52;63.6;travel assistance
22264;356.52;292.92;travel assistance
22268;339.22;258.04;complaint
22268;339.22;54.03;travel assistance
22268;339.22;0;negligence
22268;339.22;27.16;travel assistance
22270;59.24;59.24;travel assistance
22271;150.26;150.26;broken windows
22276;4147.39;201.76;broken windows
22276;4147.39;618.81;complaint
22276;4147.39;3246.93;negligence
22276;4147.39;79.9;travel assistance
22328;309.47;50.09;travel assistance
22328;309.47;259.38;broken windows
22342;396.41;396.41;broken windows
22407;208.79;208.79;broken windows
22409;99.79;99.79;broken windows
22410;89.05;89.05;travel assistance
22412;320.68;320.68;travel assistance
22415;995.16;995.16;complaint
22430;1187.76;98.3;travel assistance
22430;1187.76;1089.46;complaint
22450;3062.16;2052;all risks
22450;3062.16;1010.16;all risks
22456;94.5;94.5;travel assistance
22471;94.56;80.52;travel assistance
22471;94.56;14.04;travel assistance
22490;106.34;57.21;travel assistance
22490;106.34;49.13;travel assistance
22499;228.56;228.56;travel assistance
22501;147.86;147.86;travel assistance
22529;1732.2;1526.37;all risks
22529;1732.2;205.83;all risks
22539;83.2;83.2;travel assistance
22545;275.02;53.14;travel assistance
22545;275.02;71.63;travel assistance
22545;275.02;150.25;travel assistance
22549;387.29;387.29;complaint
22555;54.94;54.94;travel assistance
22557;64.46;64.46;travel assistance
22573;145.4;145.4;travel assistance
22581;2121.74;123.46;travel assistance
22581;2121.74;1998.28;complaint
22608;1303.81;1303.81;complaint
22609;300.61;80.52;travel assistance
22609;300.61;152.98;broken windows
22609;300.61;67.11;travel assistance
22615;52.09;52.09;travel assistance
22623;119.06;51.95;travel assistance
22623;119.06;67.11;travel assistance
22633;207.57;207.57;travel assistance
22643;321.47;67.11;travel assistance
22643;321.47;169.35;broken windows
22643;321.47;85.01;broken windows
22658;119.91;119.91;travel assistance
22663;52.09;52.09;travel assistance
22666;69.69;69.69;travel assistance
22670;63.17;63.17;travel assistance
22672;95.08;95.08;broken windows
22683;71.97;71.97;travel assistance
22709;549.8;549.8;travel assistance
22715;2724.83;2724.83;negligence
22717;52.09;52.09;travel assistance
22739;49.95;49.95;travel assistance
22740;298.94;298.94;complaint
22763;49.95;49.95;travel assistance
22775;1772.4;181.97;travel assistance
22775;1772.4;1590.43;complaint
22783;1767.54;1767.54;complaint
22785;50.09;50.09;travel assistance
22794;64.46;64.46;travel assistance
22813;49.95;49.95;travel assistance
22818;144.62;72.31;travel assistance
22818;144.62;72.31;travel assistance
22836;326.14;61.66;travel assistance
22836;326.14;264.48;broken windows
22846;50.09;50.09;travel assistance
22863;64.32;64.32;travel assistance
22886;219.93;64.32;travel assistance
22886;219.93;49.95;travel assistance
22886;219.93;105.66;travel assistance
22890;279.41;76.22;travel assistance
22890;279.41;84.06;travel assistance
22890;279.41;119.13;travel assistance
22922;135.81;49.95;travel assistance
22922;135.81;85.86;travel assistance
22923;318.84;268.89;broken windows
22923;318.84;49.95;travel assistance
22933;3873.71;107.81;travel assistance
22933;3873.71;3665.61;negligence
22933;3873.71;14.04;travel assistance
22933;3873.71;86.25;travel assistance
22937;470.21;470.21;travel assistance
22942;130.94;80.99;travel assistance
22942;130.94;49.95;travel assistance
22947;141.23;91.14;travel assistance
22947;141.23;50.09;travel assistance
22957;49.95;49.95;travel assistance
22977;196.77;76.04;travel assistance
22977;196.77;51.95;travel assistance
22977;196.77;68.78;travel assistance
22981;536.84;536.84;complaint
22989;79.28;79.28;travel assistance
22992;174.39;50.09;travel assistance
22992;174.39;124.3;travel assistance
22995;117.14;117.14;travel assistance
22998;1963.57;50.09;travel assistance
22998;1963.57;1913.48;all risks
22999;60.76;60.76;travel assistance
23001;882;882;negligence
23016;66.35;66.35;travel assistance
23039;713.59;106.48;complaint
23039;713.59;607.11;complaint
23043;77.46;77.46;travel assistance
23056;8682.83;49.95;travel assistance
23056;8682.83;8328.59;negligence
23056;8682.83;304.29;broken windows
23058;49.95;49.95;travel assistance
23063;1224.2;882;negligence
23063;1224.2;342.2;complaint
23071;89.73;89.73;travel assistance
23085;49.95;49.95;travel assistance
23086;49.95;49.95;travel assistance
23115;368.55;368.55;broken windows
23141;338.49;68.97;travel assistance
23141;338.49;68.97;travel assistance
23141;338.49;100.37;travel assistance
23141;338.49;50.09;travel assistance
23141;338.49;50.09;travel assistance
23142;477.95;477.95;broken windows
23153;105.12;55.03;travel assistance
23153;105.12;50.09;travel assistance
23160;49.95;49.95;travel assistance
23171;548.72;177.15;complaint
23171;548.72;371.57;complaint
23172;3807.74;3628.14;complaint
23172;3807.74;179.6;broken windows
23175;673.8;673.8;complaint
23178;1812.21;1812.21;all risks
23183;53.28;53.28;travel assistance
23187;50.09;50.09;travel assistance
23195;49.95;49.95;travel assistance
23197;882;882;negligence
23202;805.32;741;negligence
23202;805.32;64.32;travel assistance
23227;300.5;250.41;broken windows
23227;300.5;50.09;travel assistance
23235;829.55;721.52;travel assistance
23235;829.55;108.03;travel assistance
23286;49.95;49.95;travel assistance
23287;186.73;186.73;all risks
23296;76.67;76.67;travel assistance
23298;52.09;52.09;travel assistance
23302;113.7;113.7;complaint
23311;278.23;278.23;broken windows
23326;1440.42;444.31;travel assistance
23326;1440.42;907.78;negligence
23326;1440.42;88.33;injuries
23333;71.51;71.51;travel assistance
23337;330.58;330.58;broken windows
23373;163.68;163.68;travel assistance
23394;896.54;896.54;complaint
23402;229.81;97.82;travel assistance
23402;229.81;56.85;travel assistance
23402;229.81;75.14;travel assistance
23415;214.52;103.18;travel assistance
23415;214.52;111.34;travel assistance
23429;904.93;543.5;complaint
23429;904.93;361.43;complaint
23430;218.1;218.1;broken windows
23434;166.12;93.22;travel assistance
23434;166.12;72.9;travel assistance
23441;57.89;57.89;travel assistance
23445;52.09;52.09;travel assistance
23456;232.57;232.57;complaint
23461;1326.91;1326.91;negligence
23464;940.39;888.44;complaint
23464;940.39;51.95;travel assistance
23470;52.09;52.09;travel assistance
23480;52.09;52.09;travel assistance
23492;62.43;62.43;travel assistance
23497;882;882;negligence
23501;85.92;85.92;travel assistance
23510;62.43;62.43;travel assistance
23514;205.31;205.31;all risks
23523;214.62;147.51;travel assistance
23523;214.62;67.11;travel assistance
23524;52.09;52.09;travel assistance
23533;595.03;595.03;complaint
23536;59.85;59.85;travel assistance
23547;57;57;complaint
23567;605.05;545.94;complaint
23567;605.05;59.11;travel assistance
23571;136.16;51.95;travel assistance
23571;136.16;84.21;travel assistance
23575;502.09;52.09;travel assistance
23575;502.09;52.09;travel assistance
23575;502.09;397.91;theft
23578;356.39;356.39;complaint
23583;329.88;329.88;broken windows
23585;261.15;52.09;travel assistance
23585;261.15;52.09;travel assistance
23585;261.15;105.02;travel assistance
23585;261.15;51.95;travel assistance
23605;1225.54;1159.48;complaint
23605;1225.54;66.06;travel assistance
23609;132.12;66.06;travel assistance
23609;132.12;66.06;travel assistance
23612;670.65;670.65;complaint
23647;387.42;335.33;broken windows
23647;387.42;52.09;travel assistance
23654;100.18;50.09;travel assistance
23654;100.18;50.09;travel assistance
23673;215.87;165.78;travel assistance
23673;215.87;50.09;travel assistance
23697;2609.91;415.86;complaint
23697;2609.91;65.41;travel assistance
23697;2609.91;2128.63;other
23706;51.95;51.95;travel assistance
23719;168.82;168.82;travel assistance
23733;81.05;81.05;travel assistance
23734;903.78;903.78;negligence
23739;1381.38;1381.38;all risks
23745;56.53;56.53;travel assistance
23749;424.32;342.05;broken windows
23749;424.32;82.27;travel assistance
23761;77.32;77.32;travel assistance
23777;181.44;111.44;travel assistance
23777;181.44;70;travel assistance
23780;48.5;48.5;travel assistance
23797;146.37;64.32;travel assistance
23797;146.37;68.01;travel assistance
23797;146.37;14.04;travel assistance
23820;290.32;73.67;travel assistance
23820;290.32;49.13;travel assistance
23820;290.32;90.81;travel assistance
23820;290.32;76.71;travel assistance
23836;50.09;50.09;travel assistance
23838;176.65;132.1;complaint
23838;176.65;44.55;travel assistance
23863;486.17;385.73;complaint
23863;486.17;100.44;complaint
23882;381.27;381.27;complaint
23888;2048.55;664.77;broken windows
23888;2048.55;1310.6;all risks
23888;2048.55;73.18;travel assistance
23907;70.18;70.18;complaint
23934;1231.72;1231.72;all risks
23947;845.7;845.7;complaint
23949;168.28;168.28;travel assistance
23964;1244.91;361.14;broken windows
23964;1244.91;883.77;complaint
23979;2827.14;2236.68;complaint
23979;2827.14;590.46;all risks
23980;414.24;414.24;travel assistance
23983;100.28;100.28;travel assistance
23988;1333.76;1333.76;complaint
23993;92.16;92.16;travel assistance
23996;49.95;49.95;travel assistance
24001;157.1;77.68;travel assistance
24001;157.1;79.42;travel assistance
24007;114.55;50.09;travel assistance
24007;114.55;64.46;travel assistance
24011;78.55;78.55;travel assistance
24022;148.88;98.93;travel assistance
24022;148.88;49.95;travel assistance
24028;188.36;56.32;travel assistance
24028;188.36;132.04;travel assistance
24032;122.54;72.45;travel assistance
24032;122.54;50.09;travel assistance
24042;566.08;566.08;broken windows
24049;122.4;122.4;travel assistance
24062;67.08;67.08;travel assistance
24068;269.3;269.3;travel assistance
24078;64.46;64.46;travel assistance
24089;1240.93;397.72;all risks
24089;1240.93;272.53;broken windows
24089;1240.93;570.68;all risks
24092;320.06;320.06;broken windows
24149;880.26;829.11;negligence
24149;880.26;51.15;travel assistance
24152;49.95;49.95;travel assistance
24155;458.48;69.69;travel assistance
24155;458.48;150.19;travel assistance
24155;458.48;238.6;travel assistance
24171;97.68;97.68;travel assistance
24179;882;882;negligence
24181;277.51;277.51;broken windows
24206;918.11;861.65;complaint
24206;918.11;56.46;travel assistance
24231;335.1;211.38;travel assistance
24231;335.1;0;travel assistance
24231;335.1;123.72;travel assistance
24232;114.62;114.62;travel assistance
24245;67.11;67.11;travel assistance
24246;390.92;390.92;broken windows
24247;337.93;228.66;complaint
24247;337.93;109.27;broken windows
24263;105.02;105.02;travel assistance
24275;730.68;730.68;broken windows
24285;222.82;222.82;injuries
24288;4110.44;4110.44;negligence
24300;793.66;793.66;complaint
24310;51.95;51.95;travel assistance
24313;187.21;187.21;broken windows
24314;378.93;21.78;other
24314;378.93;357.15;broken windows
24348;126.1;126.1;travel assistance
24356;156.97;51.95;travel assistance
24356;156.97;105.02;travel assistance
24371;51.95;51.95;travel assistance
24374;51.95;51.95;travel assistance
24381;140.08;140.08;travel assistance
24399;68.57;68.57;complaint
24406;142.77;142.77;travel assistance
24426;247.38;160.75;travel assistance
24426;247.38;14.18;travel assistance
24426;247.38;72.45;travel assistance
24428;198.48;119.54;travel assistance
24428;198.48;78.94;travel assistance
24432;45.36;45.36;complaint
24450;49.56;49.56;broken windows
24451;397.31;122;broken windows
24451;397.31;275.31;broken windows
24475;53.67;53.67;travel assistance
24481;882;882;negligence
24492;831.18;831.18;complaint
24506;66.06;66.06;travel assistance
24512;180.2;180.2;broken windows
24513;225.36;225.36;travel assistance
24517;747.81;747.81;complaint
24520;124.04;124.04;travel assistance
24524;56.85;56.85;travel assistance
24533;180.44;180.44;travel assistance
24535;332.98;332.98;broken windows
24544;498.36;158.92;travel assistance
24544;498.36;339.44;broken windows
24557;91.95;91.95;travel assistance
24566;202.19;202.19;travel assistance
24569;51.95;51.95;travel assistance
24577;124.81;124.81;complaint
24580;882;882;negligence
24584;336.44;336.44;complaint
24592;235.03;235.03;broken windows
24598;162.01;110.06;travel assistance
24598;162.01;51.95;travel assistance
24607;162.26;162.26;travel assistance
24608;311.78;49.56;broken windows
24608;311.78;262.22;broken windows
24619;52.09;52.09;travel assistance
24650;67.25;67.25;travel assistance
24665;493.03;493.03;complaint
24676;148.7;64.46;travel assistance
24676;148.7;84.24;travel assistance
24678;325.02;325.02;travel assistance
24679;3861.19;93.57;travel assistance
24679;3861.19;3767.62;negligence
24698;281.98;26.14;travel assistance
24698;281.98;255.84;broken windows
24710;52.09;52.09;travel assistance
24722;49.95;49.95;travel assistance
24731;856.59;856.59;complaint
24733;6678.03;301.8;complaint
24733;6678.03;6376.23;complaint
24751;101.54;101.54;travel assistance
24758;50.09;50.09;travel assistance
24783;64.46;64.46;travel assistance
24787;593.97;309.34;broken windows
24787;593.97;284.63;broken windows
24792;115.13;115.13;travel assistance
24795;946.46;64.46;travel assistance
24795;946.46;882;negligence
24805;174.05;174.05;travel assistance
24819;1493.2;1493.2;negligence
24854;88.28;88.28;travel assistance
24862;73.3;73.3;complaint
24878;51.95;51.95;travel assistance
24886;524.71;52.09;travel assistance
24886;524.71;472.62;broken windows
24891;264.52;64.32;travel assistance
24891;264.52;49.95;travel assistance
24891;264.52;150.25;broken windows
24907;63.6;63.6;travel assistance
24915;360.49;308.54;broken windows
24915;360.49;51.95;travel assistance
24928;6841.94;89.69;travel assistance
24928;6841.94;6752.25;complaint
24947;219.95;77.44;broken windows
24947;219.95;142.51;broken windows
24961;764.87;764.87;theft
24964;300.67;300.67;broken windows
24970;2063.79;137.93;travel assistance
24970;2063.79;69.9;travel assistance
24970;2063.79;66.99;travel assistance
24970;2063.79;135.88;travel assistance
24970;2063.79;1653.09;complaint
24974;53.14;53.14;travel assistance
24983;882;882;negligence
24988;2908.08;2818.89;negligence
24988;2908.08;89.19;travel assistance
25001;78.69;78.69;travel assistance
25011;1032.25;882;complaint
25011;1032.25;150.25;travel assistance
25014;169.33;107.81;travel assistance
25014;169.33;61.52;travel assistance
25017;69.69;69.69;travel assistance
25021;49.95;49.95;travel assistance
25024;49.95;49.95;travel assistance
25050;198.85;86.79;complaint
25050;198.85;112.06;negligence
25053;2742.88;2742.88;negligence
25080;882;882;negligence
25099;64.32;64.32;travel assistance
25101;618.97;451.96;complaint
25101;618.97;167.01;broken windows
25111;230.02;153.21;travel assistance
25111;230.02;76.81;travel assistance
25118;475.99;475.99;broken windows
25127;3367.32;3367.32;negligence
25138;882;882;negligence
25141;243.4;243.4;travel assistance
25177;281.59;281.59;broken windows
25221;72.84;72.84;travel assistance
25226;882;882;negligence
25238;54.89;54.89;travel assistance
25241;7930.86;7930.86;negligence
25243;126.89;126.89;complaint
25245;933.95;51.95;travel assistance
25245;933.95;882;negligence
25252;165.22;111.94;travel assistance
25252;165.22;53.28;travel assistance
25256;200.77;200.77;travel assistance
25259;49.95;49.95;travel assistance
25264;6882.86;66.82;travel assistance
25264;6882.86;6816.04;complaint
25270;162.51;162.51;broken windows
25274;812.78;812.78;complaint
25278;741;741;negligence
25301;917.18;377.18;broken windows
25301;917.18;540;injuries
25310;651.07;55.9;travel assistance
25310;651.07;53.28;travel assistance
25310;651.07;64.46;travel assistance
25310;651.07;144.18;travel assistance
